game,platform,developer,genre,rating,release_date,metascore,user_score
Mirror's Edge Catalyst,PS4,EA DICE,Action,T,2016-06-07,69,56
The Bunker,PS4,Splendy Games,Adventure,T,2016-09-20,69,61
Star Fox Zero,WIIU,PlatinumGames,Action,E10+,2016-04-22,69,74
ClusterTruck,XONE,tinyBuild,Action,E,2016-10-28,69,43
Cobalt,PC,Oxeye,Action,,2016-02-02,69,68
Pro Evolution Soccer 2017,PC,Konami,Sports,E,2016-09-13,69,37
Tom Clancy's The Division - Underground,XONE,Massive Entertainment,Action,,2016-06-28,69,71
Okhlos,PC,Coffee Powered Machine,Action Adventure,,2016-08-18,69,77
Tumble VR,PS4,SuperMassive Games,Puzzle,E,2016-10-10,69,71
Resident Evil 0: HD Remaster,XONE,Capcom,Action Adventure,M,2016-01-19,69,76
Farming Simulator 17,PS4,Maximum Games,Simulation,E,2016-10-25,69,65
Arslan: The Warriors of Legend,PS4,Omega Force,Action,T,2016-02-09,69,65
Exist Archive: The Other Side of the Sky,PS4,Tri-Ace,Role-Playing,T,2016-10-18,69,70
Resident Evil 5,PS4,Capcom,Action Adventure,M,2016-06-28,69,74
Fragments of Him,PC,Sassybot,Adventure,,2016-05-03,69,59
Aurion: Legacy of the Kori-Odan,PC,Kiro'o Games,Action,,2016-04-14,69,78
Fallout 4: Automatron,PS4,Bethesda Game Studios,Role-Playing,M,2016-03-22,69,64
Screencheat,PS4,Samurai Punk,Action,E10+,2016-03-01,69,53
Dead Synchronicity: Tomorrow Comes Today,PS4,Fictiorama Studios,Adventure,M,2016-10-04,69,68
WWE 2K17,PS4,Yuke's,Sports,T,2016-10-11,69,61
Farming Simulator 17,PC,Giants Software,Simulation,E,2016-10-24,69,76
8-Bit Armies,PC,Petroglyph,Strategy,E10+,2016-04-22,69,73
WWE 2K17,XONE,Yuke's,Sports,T,2016-10-11,68,49
Bear With Me: Episode 1,PC,Exordium Games,Adventure,,2016-08-08,68,61
Blade & Soul,PC,NCSOFT,Massively Multiplayer Online,M,2016-01-19,68,45
The Technomancer,XONE,Spiders,Role-Playing,M,2016-06-28,68,73
Heart&Slash,XONE,AHEARTFULOFGAMES,Action,E10+,2016-06-24,68,74
Rogue Stormers,PC,Black Forest Games,Action,T,2016-04-21,68,76
Koihime Enbu,PC,UNKNOWN GAMES,Action,,2016-05-19,68,67
Battleborn,PS4,Gearbox Software,Sci-Fi,T,2016-05-03,68,68
Valley,XONE,Blue Isle Studios,Action Adventure,T,2016-08-23,68,77
Broforce,PS4,Free Lives,Action,M,2016-03-01,68,66
The Guest,PC,Team Gotham,First-Person,M,2016-03-10,68,70
In Between,XONE,Gentlymad,Action,T,2016-06-08,68,80
Dear Esther: Landmark Edition,XONE,The Chinese Room,Adventure,T,2016-09-20,68,50
Batman: The Telltale Series,PS4,Telltale Games,Action,M,2016-09-13,68,67
Mario Party: Star Rush,3DS,"Nintendo, Nd Cube",Miscellaneous,E,2016-11-04,68,71
"LEVEL 22, Gary's Misadventures",XONE,"Moving Player, Noego",Action,E10+,2016-01-29,68,80
Dear Esther: Landmark Edition,PS4,The Chinese Room,Adventure,T,2016-09-20,68,65
Need for Speed,PC,Ghost Games,Racing,T,2016-03-15,68,53
WRC 6: World Rally Championship,XONE,Kylotonn,Racing,E,2016-10-07,68,53
Resident Evil 0: HD Remaster,PC,Capcom,Action Adventure,M,2016-01-19,68,79
Root Letter,PS4,Kadokawa,Adventure,,2016-11-08,68,68
Earth's Dawn,PS4,One or Eight,Action,T,2016-11-01,68,67
Mafia III,PS4,Hangar 13,Action Adventure,M,2016-10-07,68,52
Slain: Back from Hell,PS4,Wolf Brew Games,Action,M,2016-09-20,68,71
The Solus Project,PC,Grip Games,Action,,2016-06-07,68,63
Senran Kagura: Estival Versus,PS4,"Tamsoft, Marvelous Inc.",Action,M,2016-03-15,67,76
Lichtspeer,PS4,Lichthund,Action Adventure,T,2016-09-27,67,66
Brut@l,PS4,Stormcloud Games Limited,Action Adventure,T,2016-08-09,67,59
FORCED SHOWDOWN,PC,BetaDwarf,Role-Playing,,2016-03-29,67,75
Assault Suit Leynos,PS4,Dracue,Action,E10+,2016-07-14,67,67
Fallout 4: Automatron,PC,Bethesda Game Studios,Role-Playing,M,2016-03-22,67,49
TurnOn,PC,Brainy Studio LLC,Action,,2016-06-01,67,53
Criminal Girls 2: Party Favors,VITA,Nippon Ichi Software,Role-Playing,M,2016-09-22,67,82
King's Quest Chapter 4: Snow Place Like Home,PS4,The Odd Gentlemen,Adventure,E10+,2016-09-27,67,53
Nights of Azure,PS4,Gust,Role-Playing,T,2016-03-29,67,72
How We Soar,PS4,Penny Black Studios,Action,E,2016-11-29,67,59
Batman: The Telltale Series - Episode 5: City of Light,PS4,Telltale Games,Adventure,M,2016-12-13,67,64
Dex,PS4,"Dreadlocks Ltd, Dreadlocks",Role-Playing,M,2016-07-12,67,70
TurnOn,XONE,Brainy Studio LLC,Action,E,2016-06-01,67,70
Romance of the Three Kingdoms XIII,PS4,Koei Tecmo Games,Strategy,E10+,2016-07-05,67,71
Mount & Blade: Warband,PS4,"Koch Media, Taleworlds",Role-Playing,T,2016-09-13,67,73
The Walking Dead: Michonne - A Telltale Miniseries,PC,Skybound LLC,Adventure,M,2016-04-26,67,63
Ride 2,PC,Milestone S.r.l,Racing,E,2016-10-07,67,74
Mafia III,XONE,Hangar 13,Action Adventure,M,2016-10-07,67,48
Champions of Anteria,PC,Blue Byte,Strategy,,2016-08-30,67,71
Claire: Extended Cut,XONE,Hailstorm Games Inc,Adventure,M,2016-09-06,67,68
Dead Island: Definitive Collection,XONE,Techland,Miscellaneous,M,2016-05-31,67,45
The Little Acre,PS4,Curve Digital,Action Adventure,E10+,2016-12-13,67,65
Hard Reset Redux,XONE,Flying Wild Hog,Action,M,2016-06-03,67,64
The Way,PC,Puzzling Dream,Action,,2016-05-19,67,74
Small Radios Big Televisions,PC,"Owen Deery, Fire Face",Adventure,,2016-11-08,67,46
Rogue Wizards,PC,Spellbind Studios,Role-Playing,,2016-09-27,67,63
CALENDULA,PC,Blooming Buds Studio,Adventure,,2016-02-02,67,74
Rocketbirds 2: Evolution,PS4,Ratloop Asia Pte Ltd,Action,T,2016-04-26,67,62
Agatha Christie's The ABC Murders,PS4,Microids,Adventure,T,2016-02-23,67,61
Dungeon Souls,PC,Mike Studios,Role-Playing,,2016-12-02,67,55
Sebastien Loeb Rally Evo,PC,Milestone S.r.l,Racing,E,2016-01-29,67,72
Earthlock: Festival of Magic,XONE,Snow Castle Games,Role-Playing,E10+,2016-09-01,66,72
Foul Play,PS4,Mediatonic,Action,E10+,2016-02-23,66,33
Quantum Break,PC,Remedy Entertainment,Action,M,2016-04-05,66,53
Driveclub VR,PS4,Evolution Studios,Racing,E,2016-09-21,66,67
Adventures of Mana,VITA,Square Enix,Role-Playing,E10+,2016-06-28,66,83
Her Majesty's SPIFFING,XONE,BillyGoat Entertainment Ltd,Adventure,T,2016-12-07,66,68
Enigmatis: The Ghosts of Maple Creek,XONE,Artifex Mundi,Puzzle,T,2016-04-08,66,74
Cobalt,XONE,Oxeye,Action,E10+,2016-02-02,66,73
Super Stardust Ultra VR,PS4,Sony Interactive Entertainment,Action,E10+,2016-10-10,66,64
The Incredible Adventures of Van Helsing II,XONE,NeocoreGames,Role-Playing,T,2016-07-01,66,68
One Piece: Burning Blood,PS4,Spike Chunsoft,Action,T,2016-05-31,66,73
The Walking Dead: Michonne - Episode 2: Give No Shelter,PC,Telltale Games,Adventure,,2016-03-29,66,61
NASCAR Heat Evolution,PS4,"Monster Games Inc., Dusenberry Martin Racing",Racing,E,2016-09-13,66,44
WRC 6: World Rally Championship,PC,Kylotonn,Racing,E,2016-10-07,66,57
WRC 6: World Rally Championship,PS4,Kylotonn,Racing,E,2016-10-07,66,61
Batman: The Telltale Series - Episode 2: Children of Arkham,PS4,Telltale Games,Adventure,M,2016-09-20,66,69
Silence: The Whispered World 2,XONE,Daedalic Entertainment,Adventure,T,2016-11-15,66,82
Manual Samuel,XONE,Perfectly Paranormal,Role-Playing,T,2016-10-14,66,64
Song of the Deep,XONE,Insomniac Games,Action Adventure,E,2016-07-12,66,71
This Is the Police,PC,Weappy Studio,Simulation,M,2016-08-02,66,77
Battlezone,PS4,Rebellion,Action,T,2016-10-13,66,71
Bridge Constructor,PS4,ClockStone Software,Simulation,E,2016-12-13,66,67
Full Mojo Rampage,PS4,Over the Top Games,Role-Playing,T,2016-06-28,66,60
Galactic Civilizations III: Mercenaries,PC,Stardock,General,,2016-02-18,66,70
Among the Sleep,PS4,Krillbite Studio,Adventure,,2016-07-26,66,65
Agatha Christie: The ABC Murders,PC,Kalypso,Adventure,,2016-02-04,66,85
Sherlock Holmes: The Devil's Daughter,XONE,Frogwares,Adventure,T,2016-06-10,66,71
Agatha Christie's The ABC Murders,XONE,Microids,Adventure,T,2016-02-23,66,67
Oceanhorn: Monster of Uncharted Seas,PS4,Cornfox & Bros.,Action Adventure,E10+,2016-09-07,66,72
Unepic,PS4,A Crowd of Monsters,Action,T,2016-03-29,66,66
Batman: The Telltale Series - Episode 1: Realm of Shadows,XONE,Telltale Games,Adventure,M,2016-08-02,65,68
MXGP2: The Official Motocross Videogame,PS4,Milestone S.r.l,Racing,E,2016-06-21,65,65
Tharsis,PS4,Choice Provisions,Miscellaneous,M,2016-01-12,65,61
Maize,PC,Finish Line Games,Adventure,,2016-12-01,65,74
Mario & Sonic at the Rio 2016 Olympic Games,WIIU,"Nintendo, Sega Sports R&D",Sports,E10+,2016-06-24,65,79
Lovely Planet,XONE,QUICKTEQUILA,Action,,2016-01-08,65,58
Battleship,XONE,Frima Studio,Miscellaneous,E10+,2016-08-02,65,66
Trillion: God of Destruction,VITA,Compile Heart,Role-Playing,T,2016-03-29,65,74
Party Hard,PS4,Pinokl Games,Action,M,2016-04-26,65,66
The Walking Dead: Michonne - Episode 1: In Too Deep,XONE,Skybound LLC,Adventure,M,2016-02-23,65,72
Sherlock Holmes: The Devil's Daughter,PC,Frogwares,Adventure,T,2016-06-10,65,73
Xenoraid,PS4,"10tons Entertainment, 10tons Ltd, 10tons",Action,E10+,2016-11-08,65,62
Lucky's Tale,PC,Playful Corp.,Action,,2016-03-28,64,50
Metroid Prime: Federation Force,3DS,"Next Level Games, Nintendo",Action,T,2016-08-19,64,54
Shadow of the Beast,PS4,Heavy Spectrum,Sci-Fi,M,2016-05-17,64,73
Californium,PC,Nova Production,Adventure,,2016-02-17,64,60
Robinson: The Journey,PS4,Crytek,Action Adventure,,2016-11-08,64,67
The Silver Case,PC,Grasshopper Manufacture,Adventure,M,2016-10-06,64,76
Fallout 4: Nuka-World,PS4,Bethesda Game Studios,Role-Playing,,2016-08-30,64,59
Gal*Gun: Double Peace,PS4,"Alchemist, Inti Creates",Action,M,2016-08-02,64,67
Tom Clancy's The Division - Underground,PS4,Massive Entertainment,Action,,2016-06-28,64,55
P-O-L-L-E-N,PC,Mindfield Games,Adventure,,2016-04-19,64,43
SwapQuest,VITA,Constantin Graf,Action,E10+,2016-02-23,64,70
TRON RUN/r,PS4,Sanzaru Games,Action,E10+,2016-02-16,64,64
Assassin's Creed Chronicles: India,XONE,"Ubisoft, Climax Studios",Action Adventure,T,2016-01-12,64,47
Psycho-Pass: Mandatory Happiness,VITA,5pb,Adventure,T,2016-09-13,64,73
The Town of Light,PC,LKA,Adventure,M,2016-02-26,64,69
Batman: The Telltale Series,PC,Telltale Games,Adventure,M,2016-08-02,64,69
Kholat,PS4,IMGN.PRO,Adventure,T,2016-03-08,64,59
ADR1FT,PC,Three One Zero,Action,T,2016-03-28,64,51
Dead Island: Definitive Collection,PS4,Techland,Miscellaneous,M,2016-05-31,63,65
The Witch and the Hundred Knight: Revival Edition,PS4,Nippon Ichi Software,Role-Playing,T,2016-03-01,63,67
Neon Chrome,PS4,"10tons Entertainment, 10tons",Action,T,2016-05-31,63,65
Resident Evil 6,XONE,Capcom,Action Adventure,M,2016-03-29,63,64
Assassin's Creed Chronicles: India,PS4,"Ubisoft, Climax Studios",General,T,2016-01-13,63,39
Windlands,PS4,Psytec Games Ltd,Adventure,E,2016-10-25,63,71
Obscuritas,PC,"Visual Imagination Software, Ravenscourt, VIS Games",Adventure,,2016-03-17,63,40
ReCore,XONE,"Armature Studio, comcept",Action Adventure,T,2016-09-13,63,67
Pang Adventures,PS4,Pasta Games,Action,E,2016-04-19,63,53
Assassin's Creed Chronicles: India,PC,"Climax Group, Climax Studios",Action Adventure,T,2016-01-12,63,48
Exile's End,PS4,MagneticRealms,Action,T,2016-10-25,63,63
Through the Woods,PC,Antagonist,General,,2016-10-27,63,59
Gemini: Heroes Reborn,XONE,Phosphor Games,Action Adventure,T,2016-01-19,63,62
Wheels of Aurelia,PC,Santa Ragione,Racing,,2016-09-20,63,58
Dangerous Golf,XONE,Three Fields Entertainment,Sports,E,2016-06-03,63,46
Sebastien Loeb Rally Evo,XONE,Milestone S.r.l,Racing,E,2016-01-29,63,76
Cossacks 3,PC,GSC Game World,General,,2016-09-20,63,54
Assetto Corsa,XONE,Kunos Simulazioni,Racing,E,2016-08-30,63,66
Crush Your Enemies,PC,Vile Monarch,Strategy,,2016-07-13,63,65
The Westport Independent,PC,Double Zero One Zero,Strategy,,2016-01-21,63,58
Sheltered,PC,Unicube,Strategy,,2016-03-15,62,45
Mafia III,PC,Hangar 13,Action Adventure,M,2016-10-06,62,36
Gas Guzzlers Extreme,XONE,Iceberg Interactive,Simulation,T,2016-11-04,62,80
Sonic Boom: Fire & Ice,3DS,Sanzaru Games,Action,E,2016-09-27,62,71
Between Me and The Night,PC,RainDance LX,Action Adventure,,2016-01-22,62,57
Little King's Story,PC,"Cingular mMode, Cing",Strategy,T,2016-08-05,62,77
Assassin's Creed Chronicles: Russia,XONE,"Ubisoft, Climax Studios",Action Adventure,T,2016-02-09,62,41
Here They Lie,PS4,The Tangentlemen,Adventure,M,2016-10-13,62,68
Tiny Troopers: Joint Ops,XONE,"Kukouri Mobile Entertainment, Epiphany Games",Action,T,2016-02-26,62,51
Moon Hunters,PC,Kitfox Games,Role-Playing,E10+,2016-03-10,62,63
Senran Kagura: Bon Appetit! - Full Course,PC,Meteorise,Action,,2016-11-10,62,55
The Little Acre,PC,Pewter Games Studios,Action Adventure,,2016-12-13,62,67
The Park,XONE,Funcom,Action Adventure,M,2016-05-03,61,65
Gunscape,PS4,Blowfish Studios,Action,T,2016-03-01,61,50
Tharsis,PC,Choice Provisions,Miscellaneous,M,2016-01-11,61,46
Dungeons 2,PS4,Kalypso,Strategy,T,2016-05-24,61,69
Into the Stars,PC,Fugitive Games,Action Adventure,,2016-03-04,61,31
Filthy Lucre,PS4,Fabrik Games,Action,M,2016-09-16,61,64
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,CyberConnect2,Action,T,2016-06-28,61,72
Armikrog,XONE,"Versus Evil, Pencil Test Studios",Adventure,E10+,2016-08-23,61,73
The Dwarves,PC,"KING Art, King Art Games",Role-Playing,M,2016-12-01,61,65
No Man's Sky,PC,Hello Games,Action,T,2016-08-12,61,29
MegaTagmension Blanc + Neptune VS Zombies,VITA,Compile Heart,Action,T,2016-05-10,61,66
Asemblance,PS4,Nilo Studios,Adventure,T,2016-06-21,61,52
The Descendant,PC,Gaming Corps AB,Adventure,,2016-03-24,61,74
Tempest (2015),PC,Lion's Shade,Simulation,,2016-08-22,60,65
The Dwarves,PS4,Nordic Games Publishing,Role-Playing,M,2016-12-01,60,61
Lifeless Planet: Premier Edition,PS4,Stage 2 Studios,Action Adventure,T,2016-07-19,60,46
Resident Evil 6,PS4,Capcom,Action Adventure,M,2016-03-29,60,66
We Are The Dwarves,PC,Whale Rock Games,Strategy,T,2016-02-25,60,77
EVE: Gunjack,PS4,CCP,Simulation,T,2016-10-13,60,62
Mario & Sonic at the Rio 2016 Olympic Games,3DS,"Nintendo, Sega Sports R&D",Sports,E10+,2016-03-18,60,68
Assassin's Creed Chronicles: Russia,PS4,"Ubisoft, Climax Studios",General,T,2016-02-09,60,39
The Technomancer,PS4,Spiders,Role-Playing,M,2016-06-28,60,67
One Piece: Burning Blood,XONE,Spike Chunsoft,Action,T,2016-05-31,60,64
N.E.R.O.: Nothing Ever Remains Obscure,PS4,"Vertigo Games, Storm in a Teacup",Adventure,E,2016-06-24,59,65
Lost Sea,PS4,EastAsiaSoft,Strategy,,2016-07-04,59,62
Harvest Moon: Skytree Village,3DS,Natsume,General,E,2016-11-08,59,65
Chase: Cold Case Investigations - Distant Memories,3DS,Arc System Works,Adventure,T,2016-10-13,59,77
Necropolis,PC,Harebrained Schemes LLC,Action Adventure,,2016-07-12,59,46
The Bunker,XONE,Splendy Games,Adventure,T,2016-09-23,59,63
Mount & Blade: Warband,XONE,Taleworlds,Role-Playing,T,2016-09-16,59,81
Drive!Drive!Drive!,PS4,different cloth,Racing,E,2016-12-13,59,50
MXGP2: The Official Motocross Videogame,XONE,Milestone S.r.l,Racing,E,2016-06-21,59,67
PlayStation VR WORLDS,PS4,"SCEE London Studio, Sony Interactive Entertainment",Miscellaneous,M,2016-10-10,59,67
GunWorld 2,XONE,M07 Games,Action,E10+,2016-05-13,59,56
Lost Sea,XONE,EastAsiaSoft,Strategy,E10+,2016-06-29,59,78
Shooting Stars!,PC,Bloodirony,Action,,2016-01-19,59,72
Star Ocean: Integrity and Faithlessness,PS4,Tri-Ace,Role-Playing,T,2016-06-28,58,65
Cornerstone: The Song of Tyrim,PC,Ascension Studios,Action Adventure,,2016-04-26,58,70
ZHEROS,PC,Rimlight Studios,Action,,2016-02-15,58,61
Attractio,PS4,GameCoder Studios,Puzzle,T,2016-01-19,58,61
Clockwork Empires,PC,Gaslamp Games,Fantasy,RP,2016-10-26,58,35
Space Hulk: Deathwing,PC,Streum On Studio,Action,M,2016-12-14,58,53
Mitsurugi Kamui Hikae,PS4,Zenith Blue,Action,T,2016-02-16,58,36
ReCore,PC,comcept,Action Adventure,T,2016-09-13,58,61
The Dwarves,XONE,Nordic Games Publishing,Role-Playing,M,2016-12-01,58,39
Touhou: Scarlet Curiosity,PS4,Mediascape,Role-Playing,T,2016-09-22,58,73
Carnival Games VR,PS4,Cat Daddy Games,Action,E10+,2016-10-28,58,64
Time Machine VR,PC,Minority Media Inc.,Adventure,,2016-05-19,58,84
Shadow Puppeteer,WIIU,Sarepta studio,Action,T,2016-01-28,57,62
Mobile Suit Gundam: Extreme VS-Force,VITA,"Lancarse, Bandai Namco Games",Action,E10+,2016-07-12,57,69
Uno,XONE,Ubisoft Chengdu,Miscellaneous,E,2016-08-16,57,72
Goliath,PC,Whalebox Studio,Action Adventure,,2016-05-12,57,69
The Bunker,PC,"Slendy Interactive, Splendy Games",Action,,2016-09-20,57,58
ZHEROS,XONE,Rimlight Studios,Action,E10+,2016-01-15,57,42
Aegis of Earth: Protonovus Assault,PS4,Acquire,Strategy,T,2016-03-15,57,64
Soul Axiom,PC,Wales Interactive Ltd.,Sci-Fi,,2016-02-29,57,62
Catlateral Damage,PS4,Manekoware,Action,E,2016-03-22,57,51
Trials of the Blood Dragon,XONE,RedLynx,Action,T,2016-06-13,57,59
MeiQ: Labyrinth of Death,VITA,Compile Heart,General,T,2016-09-13,56,74
The Technomancer,PC,"Spidersoft, Spiders",Role-Playing,M,2016-06-28,56,66
Q*bert: Rebooted: The XBOX One @!#?@! Edition,XONE,GPC Games,Action,E10+,2016-02-12,56,61
Lethal VR,PS4,Team 17,Action,T,2016-12-20,56,49
Dangerous Golf,PS4,Three Fields Entertainment,Sports,E,2016-06-03,56,49
ADR1FT,PS4,Three One Zero,Action,T,2016-07-15,56,51
Hardware: Rivals,PS4,SCEA,Simulation,E10+,2016-01-05,56,52
Verdun,PS4,"Abstraction Games, Blackmill Games",Action,M,2016-08-30,56,70
Shattered Skies,PC,Free Reign Entertainment,Action,,2016-07-21,56,52
Syndrome,PC,Camel 101,Action,,2016-10-06,56,56
Table Top Racing: World Tour,PS4,Playrise Edge Ltd.,Racing,E,2016-05-03,55,63
SportsBarVR,PS4,"Cherry Pop Games, Perilous Orbit",Sports,E,2016-10-18,55,60
The Assembly,PC,nDreams,Miscellaneous,,2016-07-19,55,59
Touhou Genso Rondo: Bullet Ballet,PS4,"Mediascape, CUBETYPE",Action,E10+,2016-09-06,55,53
Bohemian Killing,PC,The Moonwalls,Adventure,,2016-07-21,55,59
Trials of the Blood Dragon,PS4,RedLynx,Action,T,2016-06-13,55,63
Mighty No. 9,XONE,Inti Creates,Platformer,E10+,2016-06-21,55,41
The Park,PS4,Funcom,Action Adventure,M,2016-05-03,55,53
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XONE,PlatinumGames,Action,T,2016-05-24,55,60
A.W.: Phoenix Festa,VITA,Bandai Namco Games,Role-Playing,T,2016-07-26,55,45
Homefront: The Revolution,PC,Deep Silver Dambuster Studios,Shooter,M,2016-05-17,54,38
POSTAL Redux,PC,Running With Scissors,Action,,2016-05-20,54,67
Gemini: Heroes Reborn,PC,Phosphor Games,Action Adventure,T,2016-01-18,54,56
The Tomorrow Children,PS4,Q-Games,Sci-Fi,T,2016-09-06,54,58
Sadame,3DS,"Mebius, Intergrow",Role-Playing,T,2016-02-25,54,62
Breached,PC,Drama Drifters,Adventure,,2016-06-22,54,70
E.T. Armies,PC,Raspina Studio,Action,,2016-03-03,54,69
Dangerous Golf,PC,Three Fields Entertainment,Sports,,2016-06-02,54,32
Trials of the Blood Dragon,PC,RedLynx,Action,T,2016-06-13,54,66
Assassin's Creed Chronicles: Russia,PC,"Climax Group, Climax Studios",Action Adventure,T,2016-02-09,53,48
Active Soccer 2 DX,XONE,The Fox Software,Action,E,2016-03-30,53,72
Planar Conquest,PC,Wastelands Interactive,Strategy,,2016-05-30,53,61
Phantaruk,PC,Polyslash,Action Adventure,,2016-08-16,53,77
Shadwen,PC,"Frozenbyte, Inc.",Action Adventure,,2016-05-17,53,63
Adam's Venture: Origins,PS4,Vertigo Games,Adventure,E,2016-04-01,53,58
The Assembly,PS4,nDreams,Miscellaneous,T,2016-10-13,53,55
Loading Human: Chapter 1,PS4,Untold Games,Adventure,T,2016-10-13,53,65
Kill Strain,PS4,SCEA San Diego Studios,Action,T,2016-07-12,53,72
Super Dungeon Bros,XONE,React Games,Action,E10+,2016-11-01,53,21
Pixel Piracy,XONE,Abstraction Games,Strategy,T,2016-02-16,53,31
Back in 1995,PC,Throw the Warped Code Out,Action Adventure,,2016-04-28,52,50
Anima: Gate of Memories,PS4,"Edge Entertainment, Anima Project",Role-Playing,T,2016-06-07,52,71
"Warhammer 40,000: Eternal Crusade",PC,"Behaviour Interactive Inc., Behaviour Interactive",Role-Playing,,2016-09-23,52,47
Mighty No. 9,PS4,Inti Creates,Platformer,E10+,2016-06-21,52,35
Mighty No. 9,PC,Inti Creates,Platformer,E10+,2016-06-21,52,36
Carmageddon: Max Damage,XONE,Stainless Games,Racing,M,2016-07-05,52,72
Pixel Gear,PS4,Geronimo Interactive,Action,E10+,2016-10-20,51,44
Dinocide,PC,AtomicTorch,Action,,2016-01-21,51,67
Koi,PS4,Oasis Games,Action Adventure,E,2016-04-19,51,54
Carmageddon: Max Damage,PS4,Stainless Games,Racing,M,2016-07-05,51,59
Shadwen,PS4,"Frozenbyte, Inc.",Action Adventure,M,2016-05-17,51,67
Party Hard,XONE,Pinokl Games,Action,M,2016-04-26,51,69
Mark McMorris Infinite Air,PS4,HB Studios Multimedia,Sports,T,2016-10-25,50,71
Armikrog,PS4,Pencil Test Studios,Adventure,E10+,2016-08-23,50,62
Pixel Piracy,PS4,Abstraction Games,Strategy,T,2016-02-16,50,28
Homefront: The Revolution,XONE,Deep Silver Dambuster Studios,Modern,M,2016-05-17,49,45
MagNets: Fully Charged,XONE,Total Monkery,Action,E10+,2016-03-11,49,41
Homefront: The Revolution,PS4,Deep Silver Dambuster Studios,Modern,M,2016-05-17,48,40
Mighty No. 9,WIIU,Inti Creates,Platformer,E10+,2016-06-21,48,43
Paranautical Activity,XONE,Code Avarice,Action,T,2016-04-29,48,38
A Bastard's Tale,PS4,No Pest Productions,Action,T,2016-10-04,48,58
Soul Axiom,PS4,Wales Interactive Ltd.,Adventure,T,2016-06-07,47,48
NightCry,PC,,,,2016-03-28,46,30
Coffin Dodgers,XONE,Milky Tea Studios,Racing,T,2016-05-06,46,37
Bus Simulator 16,PC,Still Alive Studios,Simulation,,2016-03-02,46,60
Zenith,PS4,Infinigon,Role-Playing,M,2016-09-20,46,66
7 Days to Die,PS4,The Fun Pimps,Action,M,2016-06-28,45,58
